inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
jedit-3.2.csv auc,0.7526190476190475,0.7347619047619047,0.745952380952381,0.7526190476190475,0.7347619047619047,0.7526190476190475,0.7280952380952381,0.7526190476190475,0.7592857142857142,0.7526190476190475,0.7280952380952381,0.7403571428571429,0.7465952380952381,0.7526190476190475,0.7526190476190475,0.7592857142857142,0.010355880845085107
jedit-3.2.csv auc,0.7912087912087913,0.7780219780219779,0.7483516483516484,0.7835164835164836,0.7901098901098902,0.732967032967033,0.7395604395604395,0.7846153846153846,0.7758241758241758,0.7846153846153846,0.732967032967033,0.762087912087912,0.7708791208791208,0.7807692307692308,0.7846153846153846,0.7912087912087913,0.021912294881227173
jedit-3.2.csv auc,0.7572209211553474,0.7535128805620608,0.7535128805620608,0.741608118657299,0.7252146760343482,0.7535128805620608,0.7855191256830601,0.7058938329430133,0.7535128805620608,0.7572209211553474,0.7058938329430133,0.7475604996096799,0.748672911787666,0.7535128805620608,0.7553669008587041,0.7855191256830601,0.021154803266249984
jedit-3.2.csv auc,0.750534188034188,0.7414529914529915,0.7206196581196582,0.734508547008547,0.734508547008547,0.7622863247863247,0.7553418803418803,0.750534188034188,0.734508547008547,0.7553418803418803,0.7206196581196582,0.734508547008547,0.7439636752136753,0.7459935897435898,0.7529380341880342,0.7622863247863247,0.0129118157938479
jedit-3.2.csv auc,0.7516129032258064,0.7600496277915632,0.7600496277915632,0.767741935483871,0.7600496277915632,0.7523573200992556,0.7439205955334987,0.767741935483871,0.7516129032258064,0.767741935483871,0.7439205955334987,0.751985111662531,0.758287841191067,0.7600496277915632,0.7638957816377171,0.767741935483871,0.00822023110417384
jedit-3.2.csv auc,0.7598039215686276,0.7459150326797386,0.7598039215686276,0.7598039215686276,0.7459150326797386,0.7598039215686276,0.7598039215686276,0.7528594771241831,0.766748366013072,0.7459150326797386,0.7459150326797386,0.7493872549019609,0.7556372549019608,0.7598039215686276,0.7598039215686276,0.766748366013072,0.007465053470646861
jedit-3.2.csv auc,0.8088235294117647,0.7867647058823529,0.7941176470588235,0.801470588235294,0.8161764705882353,0.8161764705882353,0.7794117647058825,0.801470588235294,0.8014705882352942,0.801470588235294,0.7794117647058825,0.7977941176470588,0.8007352941176471,0.801470588235294,0.8051470588235294,0.8161764705882353,0.011728907954907232
jedit-3.2.csv auc,0.7578125,0.7734375,0.765625,0.7578125,0.765625,0.765625,0.7578125,0.7578125,0.75,0.7578125,0.75,0.7578125,0.7609375,0.7578125,0.765625,0.7734375,0.0065880784586841235
jedit-3.2.csv auc,0.7418664383561644,0.7350171232876712,0.736943493150685,0.7506421232876712,0.7350171232876712,0.7232448630136986,0.736943493150685,0.7350171232876712,0.743792808219178,0.7506421232876712,0.7232448630136986,0.7350171232876712,0.7389126712328766,0.736943493150685,0.7428296232876712,0.7506421232876712,0.008208816321810655
jedit-3.2.csv auc,0.7332089552238806,0.7406716417910448,0.759950248756219,0.759950248756219,0.7321724709784412,0.7300995024875623,0.7375621890547265,0.691542288557214,0.7332089552238806,0.7247097844112769,0.691542288557214,0.7311359867330017,0.7343076285240465,0.7332089552238806,0.7391169154228856,0.759950248756219,0.01918290638525614
ivy-2.0.csv auc,0.6513062409288823,0.6654571843251088,0.6513062409288823,0.6513062409288823,0.6560232220609579,0.6607402031930333,0.6560232220609579,0.6513062409288823,0.6513062409288823,0.6418722786647314,0.6418722786647314,0.6513062409288823,0.6536647314949201,0.6513062409288823,0.6560232220609579,0.6654571843251088,0.006386822645154072
ivy-2.0.csv auc,0.7014735772357723,0.7042682926829268,0.6730182926829268,0.6892784552845528,0.6620934959349594,0.6580284552845529,0.6933434959349594,0.6961382113821138,0.6770833333333335,0.7083333333333334,0.6580284552845529,0.6750508130081301,0.6863058943089432,0.6913109756097561,0.698805894308943,0.7083333333333334,0.017765205148874846
ivy-2.0.csv auc,0.6313375181071944,0.6702076291646547,0.6506518590053114,0.7148720424915499,0.6931434089811686,0.6313375181071944,0.5970545630130372,0.6564461612747465,0.6873491067117334,0.6919362626750362,0.5970545630130372,0.640994688556253,0.6624336069531627,0.6633268952197007,0.6896426846933847,0.7148720424915499,0.035943656010386064
ivy-2.0.csv auc,0.5812146892655368,0.5310734463276836,0.6355932203389829,0.6271186440677965,0.58545197740113,0.6271186440677965,0.6228813559322035,0.6355932203389829,0.6228813559322035,0.53954802259887,0.5310734463276836,0.5833333333333334,0.6008474576271186,0.6228813559322035,0.6271186440677965,0.6355932203389829,0.03946077048921457
ivy-2.0.csv auc,0.6888130252100839,0.6888130252100839,0.6888130252100839,0.6843487394957982,0.6843487394957982,0.6843487394957982,0.6888130252100839,0.6843487394957982,0.6843487394957982,0.6888130252100839,0.6843487394957982,0.6843487394957982,0.6865808823529411,0.6865808823529411,0.6888130252100839,0.6888130252100839,0.00235288516381575
ivy-2.0.csv auc,0.75,0.7409090909090909,0.7363636363636363,0.7363636363636363,0.7409090909090909,0.75,0.7318181818181818,0.7363636363636363,0.7318181818181818,0.7636363636363636,0.7318181818181818,0.7363636363636363,0.7418181818181817,0.7386363636363635,0.7454545454545454,0.7636363636363636,0.010004590314678279
ivy-2.0.csv auc,0.7611413043478261,0.7611413043478261,0.7385869565217391,0.7611413043478261,0.7654891304347826,0.7429347826086956,0.7611413043478261,0.7255434782608696,0.7298913043478261,0.7298913043478261,0.7255434782608696,0.7342391304347826,0.7476902173913045,0.7520380434782609,0.7611413043478261,0.7654891304347826,0.015881829066151428
ivy-2.0.csv auc,0.7864845434938893,0.7958303378864126,0.7958303378864126,0.7771387491013658,0.7818116462976276,0.8249460819554278,0.8342918763479511,0.7864845434938893,0.7818116462976276,0.7958303378864126,0.7771387491013658,0.7841480948957584,0.7960460100647017,0.7911574406901509,0.7958303378864126,0.8342918763479511,0.018984385435646827
ivy-2.0.csv auc,0.7410714285714286,0.7008928571428572,0.7366071428571429,0.6919642857142857,0.7098214285714286,0.7366071428571429,0.71875,0.7276785714285714,0.7232142857142857,0.7321428571428571,0.6919642857142857,0.7142857142857143,0.721875,0.7254464285714286,0.734375,0.7410714285714286,0.016443284043525318
ivy-2.0.csv auc,0.688259109311741,0.6838731443994602,0.6794871794871796,0.688259109311741,0.6970310391363023,0.7101889338731444,0.688259109311741,0.6926450742240216,0.6454116059379218,0.688259109311741,0.6454116059379218,0.6860661268556005,0.6861673414304994,0.688259109311741,0.6904520917678812,0.7101889338731444,0.016551058053090713
jedit-4.0.csv auc,0.7682539682539683,0.7333333333333333,0.7809523809523811,0.7626984126984128,0.7571428571428572,0.7865079365079365,0.7515873015873016,0.7865079365079365,0.7515873015873016,0.773809523809524,0.7333333333333333,0.7543650793650793,0.7652380952380952,0.7654761904761905,0.7773809523809525,0.7865079365079365,0.017310565118881314
jedit-4.0.csv auc,0.8348214285714286,0.8107142857142858,0.8044642857142856,0.8285714285714286,0.8464285714285714,0.8044642857142856,0.7991071428571428,0.8339285714285715,0.8169642857142857,0.8285714285714286,0.7991071428571428,0.8075892857142857,0.8208035714285714,0.8227678571428572,0.83125,0.8464285714285714,0.015872054782411573
jedit-4.0.csv auc,0.6761904761904762,0.6642857142857143,0.6583333333333333,0.7,0.6880952380952381,0.6988095238095239,0.7166666666666668,0.6869047619047619,0.6630952380952382,0.6642857142857143,0.6583333333333333,0.6642857142857143,0.6816666666666666,0.6815476190476191,0.6934523809523809,0.7166666666666668,0.019571177536720885
