inputfile,,,,,,,,,,,min,lower,avg,median,upper,max
ant-1.4.csv pf,0.40476190476190477,0.4523809523809524,0.3333333333333333,0.35714285714285715,0.4523809523809524,0.35714285714285715,0.38095238095238093,0.3333333333333333,0.4523809523809524,0.40476190476190477,0.3333333333333333,0.35714285714285715,0.39285714285714285,0.39285714285714285,0.4285714285714286,0.4523809523809524,0.04548803136795905
ant-1.4.csv pf,0.2830188679245283,0.2641509433962264,0.20754716981132076,0.18867924528301888,0.2830188679245283,0.18867924528301888,0.32075471698113206,0.20754716981132076,0.3018867924528302,0.4339622641509434,0.18867924528301888,0.20754716981132076,0.26792452830188684,0.27358490566037735,0.29245283018867924,0.4339622641509434,0.07199541142769401
ant-1.4.csv pf,0.5,0.5,0.5454545454545454,0.6363636363636364,0.5681818181818182,0.4772727272727273,0.5227272727272727,0.4772727272727273,0.5227272727272727,0.5227272727272727,0.4772727272727273,0.5,0.5272727272727271,0.5227272727272727,0.5340909090909091,0.6363636363636364,0.04522670168666454
ivy-1.4.csv pf,0.24,0.22666666666666666,0.2,0.25333333333333335,0.16,0.16,0.24,0.25333333333333335,0.21333333333333335,0.25333333333333335,0.16,0.20666666666666667,0.22000000000000003,0.23333333333333334,0.24666666666666667,0.25333333333333335,0.03438345855527367
ivy-1.4.csv pf,0.07692307692307693,0.19230769230769232,0.16666666666666666,0.19230769230769232,0.11538461538461539,0.07692307692307693,0.19230769230769232,0.0641025641025641,0.1794871794871795,0.14102564102564102,0.0641025641025641,0.09615384615384616,0.13974358974358975,0.15384615384615385,0.1858974358974359,0.19230769230769232,0.049802370768089826
ivy-1.4.csv pf,0.2840909090909091,0.25,0.22727272727272727,0.26136363636363635,0.23863636363636365,0.22727272727272727,0.20454545454545456,0.23863636363636365,0.20454545454545456,0.22727272727272727,0.20454545454545456,0.22727272727272727,0.2363636363636364,0.23295454545454547,0.24431818181818182,0.2840909090909091,0.02317736142542175
ivy-1.4.csv pf,0.33766233766233766,0.3116883116883117,0.24675324675324675,0.3246753246753247,0.3246753246753247,0.3246753246753247,0.2857142857142857,0.33766233766233766,0.2987012987012987,0.2987012987012987,0.24675324675324675,0.2987012987012987,0.3090909090909091,0.3181818181818182,0.3246753246753247,0.33766233766233766,0.02648841305762486
ivy-1.4.csv pf,0.25,0.22826086956521738,0.21739130434782608,0.2826086956521739,0.2608695652173913,0.18478260869565216,0.21739130434782608,0.2608695652173913,0.22826086956521738,0.25,0.18478260869565216,0.22282608695652173,0.23804347826086958,0.2391304347826087,0.2554347826086957,0.2826086956521739,0.02682383191141971
ivy-1.4.csv pf,0.26136363636363635,0.26136363636363635,0.2727272727272727,0.25,0.2727272727272727,0.26136363636363635,0.19318181818181818,0.25,0.20454545454545456,0.26136363636363635,0.19318181818181818,0.25,0.24886363636363634,0.26136363636363635,0.26136363636363635,0.2727272727272727,0.02613636363636363
ivy-1.4.csv pf,0.1,0.0875,0.1125,0.1,0.0875,0.0875,0.1,0.0875,0.0875,0.1375,0.0875,0.0875,0.09875,0.09375,0.1,0.1375,0.015258194519667133
ivy-1.4.csv pf,0.2692307692307692,0.2692307692307692,0.2564102564102564,0.28205128205128205,0.2692307692307692,0.2948717948717949,0.2564102564102564,0.2692307692307692,0.2564102564102564,0.2692307692307692,0.2564102564102564,0.2628205128205128,0.2692307692307692,0.2692307692307692,0.2692307692307692,0.2948717948717949,0.0114670152692297
ivy-1.4.csv pf,0.3373493975903614,0.3373493975903614,0.27710843373493976,0.3132530120481928,0.30120481927710846,0.3373493975903614,0.27710843373493976,0.3132530120481928,0.3253012048192771,0.3373493975903614,0.27710843373493976,0.30722891566265065,0.31566265060240967,0.3192771084337349,0.3373493975903614,0.3373493975903614,0.022732484655558067
ivy-1.4.csv pf,0.20481927710843373,0.18072289156626506,0.21686746987951808,0.20481927710843373,0.20481927710843373,0.20481927710843373,0.1686746987951807,0.20481927710843373,0.20481927710843373,0.21686746987951808,0.1686746987951807,0.20481927710843373,0.20120481927710845,0.20481927710843373,0.20481927710843373,0.21686746987951808,0.014306436249443277
camel-1.0.csv pf,0.13821138211382114,0.13008130081300814,0.16260162601626016,0.14634146341463414,0.16260162601626016,0.17073170731707318,0.14634146341463414,0.15447154471544716,0.14634146341463414,0.14634146341463414,0.13008130081300814,0.14634146341463414,0.15040650406504064,0.14634146341463414,0.15853658536585366,0.17073170731707318,0.011640504929492972
camel-1.0.csv pf,0.14414414414414414,0.18018018018018017,0.15315315315315314,0.2072072072072072,0.2072072072072072,0.16216216216216217,0.22522522522522523,0.18018018018018017,0.1981981981981982,0.12612612612612611,0.12612612612612611,0.15765765765765766,0.1783783783783784,0.18018018018018017,0.2027027027027027,0.22522522522522523,0.030096023582864985
camel-1.0.csv pf,0.0975609756097561,0.0975609756097561,0.10569105691056911,0.0975609756097561,0.11382113821138211,0.12195121951219512,0.0975609756097561,0.0975609756097561,0.08943089430894309,0.08943089430894309,0.08943089430894309,0.0975609756097561,0.10081300813008132,0.0975609756097561,0.1016260162601626,0.12195121951219512,0.00975609756097561
camel-1.0.csv pf,0.3305785123966942,0.2644628099173554,0.2809917355371901,0.256198347107438,0.32231404958677684,0.2727272727272727,0.2809917355371901,0.33884297520661155,0.256198347107438,0.30578512396694213,0.256198347107438,0.26859504132231404,0.2909090909090909,0.2809917355371901,0.31404958677685946,0.33884297520661155,0.029521605123126862
camel-1.0.csv pf,0.12396694214876033,0.21487603305785125,0.12396694214876033,0.14049586776859505,0.18181818181818182,0.24793388429752067,0.21487603305785125,0.1322314049586777,0.14049586776859505,0.14049586776859505,0.12396694214876033,0.13636363636363635,0.16611570247933885,0.14049586776859505,0.19834710743801653,0.24793388429752067,0.04285584185938569
camel-1.0.csv pf,0.3130434782608696,0.3391304347826087,0.3391304347826087,0.3391304347826087,0.3391304347826087,0.3217391304347826,0.3391304347826087,0.33043478260869563,0.3391304347826087,0.3391304347826087,0.3130434782608696,0.33478260869565213,0.3339130434782608,0.3391304347826087,0.3391304347826087,0.3391304347826087,0.008867860023639618
camel-1.0.csv pf,0.0967741935483871,0.10483870967741936,0.14516129032258066,0.16129032258064516,0.10483870967741936,0.14516129032258066,0.13709677419354838,0.0967741935483871,0.16129032258064516,0.12096774193548387,0.0967741935483871,0.10483870967741936,0.1274193548387097,0.12903225806451613,0.14516129032258066,0.16129032258064516,0.024407654758744443
camel-1.0.csv pf,0.14173228346456693,0.14960629921259844,0.12598425196850394,0.13385826771653545,0.11811023622047244,0.14173228346456693,0.13385826771653545,0.13385826771653545,0.14960629921259844,0.14173228346456693,0.11811023622047244,0.13385826771653545,0.13700787401574802,0.1377952755905512,0.14173228346456693,0.14960629921259844,0.009448818897637797
camel-1.0.csv pf,0.17699115044247787,0.20353982300884957,0.18584070796460178,0.1592920353982301,0.1504424778761062,0.17699115044247787,0.1592920353982301,0.17699115044247787,0.21238938053097345,0.18584070796460178,0.1504424778761062,0.16814159292035397,0.17876106194690267,0.17699115044247787,0.18584070796460178,0.21238938053097345,0.018478418599841683
camel-1.0.csv pf,0.14912280701754385,0.14912280701754385,0.15789473684210525,0.20175438596491227,0.14912280701754385,0.17543859649122806,0.15789473684210525,0.14035087719298245,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.14473684210526316,0.15438596491228068,0.14912280701754385,0.15789473684210525,0.20175438596491227,0.020079865161858942
ant-1.5.csv pf,0.15625,0.13541666666666666,0.16666666666666666,0.13541666666666666,0.14583333333333334,0.125,0.125,0.17708333333333334,0.09375,0.16666666666666666,0.09375,0.13020833333333331,0.14270833333333335,0.140625,0.16145833333333331,0.17708333333333334,0.023776483771902765
ant-1.5.csv pf,0.12380952380952381,0.09523809523809523,0.10476190476190476,0.10476190476190476,0.11428571428571428,0.10476190476190476,0.10476190476190476,0.11428571428571428,0.11428571428571428,0.10476190476190476,0.09523809523809523,0.10476190476190476,0.10857142857142858,0.10476190476190476,0.11428571428571428,0.12380952380952381,0.00761904761904762
ant-1.5.csv pf,0.14444444444444443,0.1111111111111111,0.13333333333333333,0.15555555555555556,0.14444444444444443,0.13333333333333333,0.15555555555555556,0.15555555555555556,0.13333333333333333,0.12222222222222222,0.1111111111111111,0.13333333333333333,0.1388888888888889,0.1388888888888889,0.15,0.15555555555555556,0.014272480642961256
ant-1.5.csv pf,0.041237113402061855,0.07216494845360824,0.061855670103092786,0.07216494845360824,0.08247422680412371,0.061855670103092786,0.07216494845360824,0.08247422680412371,0.061855670103092786,0.041237113402061855,0.041237113402061855,0.061855670103092786,0.06494845360824741,0.06701030927835051,0.07216494845360824,0.08247422680412371,0.013869715512447122
ant-1.5.csv pf,0.12,0.1,0.11,0.09,0.12,0.12,0.11,0.11,0.11,0.11,0.09,0.11,0.11000000000000001,0.11,0.11499999999999999,0.12,0.008944271909999156
ant-1.5.csv pf,0.11363636363636363,0.09090909090909091,0.10227272727272728,0.10227272727272728,0.10227272727272728,0.09090909090909091,0.10227272727272728,0.10227272727272728,0.10227272727272728,0.11363636363636363,0.09090909090909091,0.10227272727272728,0.10227272727272727,0.10227272727272728,0.10227272727272728,0.11363636363636363,0.00718699468220086
ant-1.5.csv pf,0.12195121951219512,0.12195121951219512,0.14634146341463414,0.15853658536585366,0.14634146341463414,0.14634146341463414,0.13414634146341464,0.13414634146341464,0.14634146341463414,0.14634146341463414,0.12195121951219512,0.13414634146341464,0.14024390243902438,0.14634146341463414,0.14634146341463414,0.15853658536585366,0.011243346899137667
ant-1.5.csv pf,0.14130434782608695,0.16304347826086957,0.14130434782608695,0.15217391304347827,0.13043478260869565,0.15217391304347827,0.16304347826086957,0.16304347826086957,0.11956521739130435,0.17391304347826086,0.11956521739130435,0.14130434782608695,0.15,0.15217391304347827,0.16304347826086957,0.17391304347826086,0.015974933105107683
ant-1.5.csv pf,0.03225806451612903,0.043010752688172046,0.043010752688172046,0.043010752688172046,0.043010752688172046,0.043010752688172046,0.043010752688172046,0.03225806451612903,0.043010752688172046,0.043010752688172046,0.03225806451612903,0.043010752688172046,0.04086021505376345,0.043010752688172046,0.043010752688172046,0.043010752688172046,0.004301075268817206
ant-1.5.csv pf,0.20202020202020202,0.1919191919191919,0.16161616161616163,0.15151515151515152,0.15151515151515152,0.16161616161616163,0.1919191919191919,0.1717171717171717,0.1414141414141414,0.1919191919191919,0.1414141414141414,0.15656565656565657,0.1717171717171717,0.16666666666666669,0.1919191919191919,0.20202020202020202,0.020202020202020197
ant-1.3.csv pf,0.23076923076923078,0.2564102564102564,0.1794871794871795,0.1794871794871795,0.1794871794871795,0.15384615384615385,0.3333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.1974358974358974,0.1794871794871795,0.20512820512820512,0.3333333333333333,0.05623515948579822
ant-1.3.csv pf,0.13157894736842105,0.15789473684210525,0.10526315789473684,0.23684210526315788,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.23684210526315788,0.10526315789473684,0.15789473684210525,0.16578947368421054,0.15789473684210525,0.15789473684210525,0.23684210526315788,0.039121233545575014
ant-1.3.csv pf,0.14285714285714285,0.11428571428571428,0.17142857142857143,0.17142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.12857142857142856,0.13999999999999999,0.14285714285714285,0.14285714285714285,0.17142857142857143,0.02
ant-1.3.csv pf,0.2,0.25,0.225,0.2,0.2,0.175,0.2,0.175,0.175,0.175,0.175,0.175,0.1975,0.2,0.2,0.25,0.023584952830141514
ant-1.3.csv pf,0.2682926829268293,0.17073170731707318,0.24390243902439024,0.2926829268292683,0.1951219512195122,0.1951219512195122,0.1951219512195122,0.17073170731707318,0.1951219512195122,0.1951219512195122,0.17073170731707318,0.1951219512195122,0.21219512195121953,0.1951219512195122,0.21951219512195122,0.2926829268292683,0.03940364493025246
ant-1.3.csv pf,0.16666666666666666,0.16666666666666666,0.19444444444444445,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16944444444444445,0.16666666666666666,0.16666666666666666,0.19444444444444445,0.008333333333333337
ant-1.3.csv pf,0.20512820512820512,0.23076923076923078,0.23076923076923078,0.2564102564102564,0.20512820512820512,0.3333333333333333,0.38461538461538464,0.1794871794871795,0.2564102564102564,0.1794871794871795,0.1794871794871795,0.20512820512820512,0.2461538461538461,0.23076923076923078,0.2564102564102564,0.38461538461538464,0.06301643962792056
ant-1.3.csv pf,0.0,0.05128205128205128,0.05128205128205128,0.0,0.05128205128205128,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.0,0.023076923076923075,0.01282051282051282,0.05128205128205128,0.05128205128205128,0.024189695210401548
ant-1.3.csv pf,0.1891891891891892,0.24324324324324326,0.21621621621621623,0.24324324324324326,0.1891891891891892,0.24324324324324326,0.24324324324324326,0.1891891891891892,0.21621621621621623,0.21621621621621623,0.1891891891891892,0.20270270270270271,0.21891891891891896,0.21621621621621623,0.24324324324324326,0.24324324324324326,0.022450334764643448
ant-1.3.csv pf,0.14285714285714285,0.11428571428571428,0.17142857142857143,0.11428571428571428,0.08571428571428572,0.14285714285714285,0.14285714285714285,0.08571428571428572,0.14285714285714285,0.14285714285714285,0.08571428571428572,0.11428571428571428,0.12857142857142856,0.14285714285714285,0.14285714285714285,0.17142857142857143,0.02634155559226539
jedit-4.2.csv pf,0.17857142857142858,0.19642857142857142,0.19642857142857142,0.1875,0.22321428571428573,0.1875,0.1875,0.17857142857142858,0.17857142857142858,0.16071428571428573,0.16071428571428573,0.17857142857142858,0.1875,0.1875,0.1919642857142857,0.22321428571428573,0.015464739353293545
jedit-4.2.csv pf,0.18584070796460178,0.1592920353982301,0.17699115044247787,0.1504424778761062,0.1592920353982301,0.20353982300884957,0.1504424778761062,0.168141592920354,0.17699115044247787,0.21238938053097345,0.1504424778761062,0.1592920353982301,0.17433628318584074,0.17256637168141592,0.18141592920353983,0.21238938053097345,0.020199490638076686
jedit-4.2.csv pf,0.20610687022900764,0.19083969465648856,0.183206106870229,0.21374045801526717,0.19083969465648856,0.19083969465648856,0.19083969465648856,0.19083969465648856,0.17557251908396945,0.17557251908396945,0.17557251908396945,0.18702290076335878,0.19083969465648853,0.19083969465648856,0.19083969465648856,0.21374045801526717,0.011322440438313994
jedit-4.2.csv pf,0.21238938053097345,0.1504424778761062,0.18584070796460178,0.19469026548672566,0.19469026548672566,0.168141592920354,0.19469026548672566,0.17699115044247787,0.168141592920354,0.168141592920354,0.1504424778761062,0.168141592920354,0.18141592920353983,0.18141592920353983,0.19469026548672566,0.21238938053097345,0.017364085725972193
jedit-4.2.csv pf,0.12727272727272726,0.10909090909090909,0.12727272727272726,0.1,0.11818181818181818,0.11818181818181818,0.1,0.10909090909090909,0.11818181818181818,0.12727272727272726,0.1,0.10909090909090909,0.11545454545454545,0.11818181818181818,0.12272727272727271,0.12727272727272726,0.009999999999999993
jedit-4.2.csv pf,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.17543859649122806,0.22807017543859648,0.13157894736842105,0.12280701754385964,0.14035087719298245,0.15789473684210525,0.14035087719298245,0.12280701754385964,0.14035087719298245,0.15964912280701754,0.16228070175438597,0.16666666666666666,0.22807017543859648,0.028234170069177333
jedit-4.2.csv pf,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.19090909090909092,0.17272727272727273,0.17272727272727273,0.17272727272727273,0.2,0.18181818181818182,0.18181818181818182,0.17272727272727273,0.17727272727272728,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.2,0.008131156281817419
jedit-4.2.csv pf,0.2644628099173554,0.19008264462809918,0.2644628099173554,0.2066115702479339,0.2727272727272727,0.2066115702479339,0.2809917355371901,0.2231404958677686,0.256198347107438,0.24793388429752067,0.19008264462809918,0.21487603305785125,0.24132231404958676,0.25206611570247933,0.2644628099173554,0.2809917355371901,0.030432979569457796
jedit-4.2.csv pf,0.19827586206896552,0.20689655172413793,0.15517241379310345,0.20689655172413793,0.1810344827586207,0.19827586206896552,0.1896551724137931,0.1810344827586207,0.19827586206896552,0.1896551724137931,0.15517241379310345,0.1853448275862069,0.19051724137931034,0.1939655172413793,0.19827586206896552,0.20689655172413793,0.014655172413793105
jedit-4.2.csv pf,0.15447154471544716,0.14634146341463414,0.15447154471544716,0.16260162601626016,0.13008130081300814,0.13821138211382114,0.14634146341463414,0.14634146341463414,0.13821138211382114,0.13008130081300814,0.13008130081300814,0.13821138211382114,0.14471544715447154,0.14634146341463414,0.15040650406504064,0.16260162601626016,0.010154468290078692
camel-1.2.csv pf,0.38461538461538464,0.32167832167832167,0.27972027972027974,0.3006993006993007,0.2867132867132867,0.3076923076923077,0.2867132867132867,0.26573426573426573,0.2727272727272727,0.2867132867132867,0.26573426573426573,0.28321678321678323,0.29930069930069925,0.2867132867132867,0.30419580419580416,0.38461538461538464,0.03247045249298994
camel-1.2.csv pf,0.2695035460992908,0.2765957446808511,0.2624113475177305,0.3049645390070922,0.2127659574468085,0.22695035460992907,0.2907801418439716,0.2198581560283688,0.2553191489361702,0.2765957446808511,0.2127659574468085,0.24113475177304963,0.25957446808510637,0.26595744680851063,0.2765957446808511,0.3049645390070922,0.02927626587312098
camel-1.2.csv pf,0.36619718309859156,0.2605633802816901,0.2605633802816901,0.33098591549295775,0.2605633802816901,0.3591549295774648,0.2605633802816901,0.21830985915492956,0.3028169014084507,0.36619718309859156,0.21830985915492956,0.2605633802816901,0.2985915492957746,0.2816901408450704,0.34507042253521125,0.36619718309859156,0.05109396379497763
camel-1.2.csv pf,0.46357615894039733,0.4105960264900662,0.25165562913907286,0.4105960264900662,0.423841059602649,0.5165562913907285,0.46357615894039733,0.4370860927152318,0.44370860927152317,0.3509933774834437,0.25165562913907286,0.4105960264900662,0.4172185430463576,0.4304635761589404,0.45364238410596025,0.5165562913907285,0.06869564227756259
camel-1.2.csv pf,0.40441176470588236,0.4117647058823529,0.34558823529411764,0.3161764705882353,0.35294117647058826,0.38235294117647056,0.4264705882352941,0.40441176470588236,0.41911764705882354,0.3161764705882353,0.3161764705882353,0.3492647058823529,0.3779411764705882,0.39338235294117646,0.40808823529411764,0.4264705882352941,0.039896058724266284
camel-1.2.csv pf,0.3986013986013986,0.2727272727272727,0.34965034965034963,0.36363636363636365,0.3076923076923077,0.4405594405594406,0.2937062937062937,0.3776223776223776,0.25874125874125875,0.2727272727272727,0.25874125874125875,0.28321678321678323,0.33356643356643356,0.32867132867132864,0.3706293706293706,0.4405594405594406,0.0583444807933319
camel-1.2.csv pf,0.29850746268656714,0.2537313432835821,0.2835820895522388,0.3283582089552239,0.291044776119403,0.29850746268656714,0.2462686567164179,0.26119402985074625,0.373134328358209,0.23134328358208955,0.23134328358208955,0.2574626865671642,0.2865671641791045,0.2873134328358209,0.29850746268656714,0.373134328358209,0.039937576597790014
camel-1.2.csv pf,0.344,0.296,0.336,0.392,0.344,0.368,0.368,0.336,0.288,0.328,0.288,0.332,0.33999999999999997,0.33999999999999997,0.356,0.392,0.030199337741083004
camel-1.2.csv pf,0.2642857142857143,0.21428571428571427,0.29285714285714287,0.2357142857142857,0.35,0.2857142857142857,0.22142857142857142,0.37857142857142856,0.35714285714285715,0.4642857142857143,0.21428571428571427,0.25,0.30642857142857144,0.28928571428571426,0.35357142857142854,0.4642857142857143,0.07595984438625236
camel-1.2.csv pf,0.3424657534246575,0.3493150684931507,0.3082191780821918,0.3424657534246575,0.3698630136986301,0.3287671232876712,0.3561643835616438,0.3424657534246575,0.3561643835616438,0.3287671232876712,0.3082191780821918,0.3356164383561644,0.3424657534246575,0.3424657534246575,0.3527397260273972,0.3698630136986301,0.016495335039441495
