inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
jedit-3.2.csv mcc,0.5073889749239235,0.5073889749239235,0.5243309659742438,0.5073889749239235,0.5073889749239235,0.49785609223163174,0.5073889749239235,0.5073889749239235,0.5073889749239235,0.5073889749239235,0.49785609223163174,0.5073889749239235,0.5081298857597264,0.5073889749239235,0.5073889749239235,0.5243309659742438,0.006102601285583278
jedit-3.2.csv mcc,0.5306786827858986,0.5448461202906978,0.5755670847389608,0.4993935267704518,0.5293501913451867,0.48488167902234686,0.5602637249792444,0.5755670847389608,0.5602637249792444,0.5142081475868828,0.48488167902234686,0.5217791694660348,0.5375019967237875,0.5377624015382982,0.5602637249792444,0.5755670847389608,0.02977380865348879
jedit-3.2.csv mcc,0.4289382265196474,0.3477769487659156,0.4289382265196474,0.3606737757185789,0.33346403284051673,0.33346403284051673,0.34668663111175807,0.4289382265196474,0.4289382265196474,0.33346403284051673,0.33346403284051673,0.3400753319761374,0.37712823601963924,0.3542253622422472,0.4289382265196474,0.4289382265196474,0.04302990473712919
jedit-3.2.csv mcc,0.6792107413176571,0.6637962423770599,0.6792107413176571,0.6637962423770599,0.6792107413176571,0.6637962423770599,0.6637962423770599,0.6216494568185991,0.6792107413176571,0.6950135566531725,0.6216494568185991,0.6637962423770599,0.668869094825064,0.6715034918473586,0.6792107413176571,0.6950135566531725,0.018557912151669843
jedit-3.2.csv mcc,0.5840816603245691,0.6085287846481876,0.6278877848489118,0.5650319829424307,0.5840816603245691,0.5840816603245691,0.5840816603245691,0.5650319829424307,0.5840816603245691,0.5840816603245691,0.5650319829424307,0.5840816603245691,0.5870970497329375,0.5840816603245691,0.5840816603245691,0.6278877848489118,0.017752445232763803
jedit-3.2.csv mcc,0.49726072435626734,0.4587888982338099,0.4587888982338099,0.48156180155773154,0.4587888982338099,0.48156180155773154,0.4587888982338099,0.43605211257736215,0.4587888982338099,0.4587888982338099,0.43605211257736215,0.4587888982338099,0.46491698294519523,0.4587888982338099,0.4701753498957707,0.49726072435626734,0.016305578359831537
jedit-3.2.csv mcc,0.5373300065407692,0.5373300065407692,0.5797169951045431,0.5127288270786778,0.5552771538857098,0.5373300065407692,0.5552771538857098,0.4949430179769954,0.5197428319746008,0.5373300065407692,0.4949430179769954,0.528536419257685,0.5367006006069314,0.5373300065407692,0.5463035802132394,0.5797169951045431,0.02268937860873322
jedit-3.2.csv mcc,0.23499806426635694,0.33288297102200687,0.33288297102200687,0.2816064684554483,0.27526132404181186,0.2692576412615363,0.3099003040934663,0.23499806426635694,0.292439245570735,0.2692576412615363,0.23499806426635694,0.2692576412615363,0.2833484695261262,0.2784338962486301,0.3011697748321006,0.33288297102200687,0.03291813869984499
jedit-3.2.csv mcc,0.4841278005460148,0.5023196558187268,0.46632450869950853,0.4841278005460148,0.4841278005460148,0.4750855510559814,0.4387106216524765,0.456698353744369,0.41107705167001124,0.456698353744369,0.41107705167001124,0.456698353744369,0.4659297498023487,0.470705029877745,0.4841278005460148,0.5023196558187268,0.02514329676010278
jedit-3.2.csv mcc,0.7302967433402215,0.7302967433402215,0.7302967433402215,0.7302967433402215,0.7302967433402215,0.7113052141310527,0.7302967433402215,0.7302967433402215,0.7113052141310527,0.7302967433402215,0.7113052141310527,0.7302967433402215,0.7264984374983877,0.7302967433402215,0.7302967433402215,0.7302967433402215,0.00759661168366752
