inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
jedit-3.2.csv recall,0.7272727272727273,0.7575757575757576,0.6666666666666666,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.7272727272727273,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6363636363636364,0.6666666666666666,0.696969696969697,0.696969696969697,0.7272727272727273,0.7575757575757576,0.03833063830507128
jedit-3.2.csv recall,0.8571428571428571,0.8214285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8214285714285714,0.8571428571428571,0.8214285714285714,0.8571428571428571,0.85,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.01428571428571428
jedit-3.2.csv recall,0.7272727272727273,0.7272727272727273,0.696969696969697,0.7272727272727273,0.7272727272727273,0.696969696969697,0.696969696969697,0.7272727272727273,0.7878787878787878,0.6666666666666666,0.6666666666666666,0.696969696969697,0.7181818181818183,0.7272727272727273,0.7272727272727273,0.7878787878787878,0.030454168548851173
jedit-3.2.csv recall,0.9333333333333333,0.8666666666666667,0.9,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8333333333333334,0.8333333333333334,0.9166666666666667,0.9133333333333334,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.03399346342395189
jedit-3.2.csv recall,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.6571428571428571,0.7142857142857143,0.6857142857142857,0.7142857142857143,0.7714285714285715,0.6857142857142857,0.7142857142857143,0.6571428571428571,0.7,0.7171428571428572,0.7142857142857143,0.7428571428571429,0.7714285714285715,0.03245090483314443
jedit-3.2.csv recall,0.7073170731707317,0.7317073170731707,0.7073170731707317,0.7317073170731707,0.6829268292682927,0.6829268292682927,0.7073170731707317,0.6829268292682927,0.7073170731707317,0.6829268292682927,0.6829268292682927,0.6829268292682927,0.7024390243902439,0.7073170731707317,0.7073170731707317,0.7317073170731707,0.01825198725255578
jedit-3.2.csv recall,0.7567567567567568,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.7567567567567568,0.7567567567567568,0.8108108108108109,0.7837837837837838,0.7567567567567568,0.8108108108108109,0.7567567567567568,0.7567567567567568,0.7864864864864866,0.7972972972972974,0.8108108108108109,0.8108108108108109,0.025497246302855686
jedit-3.2.csv recall,0.5853658536585366,0.6829268292682927,0.5853658536585366,0.5609756097560976,0.5853658536585366,0.5609756097560976,0.5609756097560976,0.5609756097560976,0.6585365853658537,0.5853658536585366,0.5609756097560976,0.5609756097560976,0.5926829268292683,0.5853658536585366,0.5853658536585366,0.6829268292682927,0.04088549905912247
jedit-3.2.csv recall,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.696969696969697,0.696969696969697,0.696969696969697,0.6666666666666666,0.6666666666666666,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6515151515151515,0.6666666666666667,0.6666666666666666,0.6818181818181819,0.696969696969697,0.023472626340651035
jedit-3.2.csv recall,0.8125,0.8125,0.71875,0.78125,0.78125,0.75,0.8125,0.84375,0.84375,0.78125,0.71875,0.78125,0.79375,0.796875,0.8125,0.84375,0.0375
ivy-2.0.csv recall,0.6153846153846154,0.38461538461538464,0.5384615384615384,0.46153846153846156,0.6153846153846154,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.38461538461538464,0.5,0.5384615384615385,0.5769230769230769,0.6153846153846154,0.6153846153846154,0.09101661204768641
ivy-2.0.csv recall,0.29411764705882354,0.23529411764705882,0.23529411764705882,0.29411764705882354,0.35294117647058826,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.23529411764705882,0.29411764705882354,0.23529411764705882,0.2647058823529412,0.2823529411764706,0.29411764705882354,0.29411764705882354,0.35294117647058826,0.03529411764705884
ivy-2.0.csv recall,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0
